"SEQ","MOVEDATE","COMPOUNDPOS_FROM","COMPOUNDPOS_TO","UNITNR","LOCATION","SEQ","UNITTYPE","ADDRESS_CLIENT","MOVETYPE"
4119687,2021-02-05 09:56:00,TRUCK,"13.12.1",DHIU 062122 1,CTTROT,1861278,"22TK",$PCCGDY,Gate in truck
4122326,2021-02-06 15:37:00,"13.12.1",TOUT,DHIU 062122 1,CTTROT,1861278,"22TK",$PCCGDY,Gate out train
4122876,2021-02-07 14:40:00,TOUT,,DHIU 062122 1,CTTROT,1861278,"22TK",$PCCGDY,Rotzooi
4121879,2021-02-06 09:16:00,,TIN,DHIU 062171 0,CTTROT,1861825,"23TK",$SHUTRO,Rotzooi
4122048,2021-02-06 10:33:00,TIN,"28.06.1",DHIU 062171 0,CTTROT,1861825,"23TK",$SHUTRO,Gate in train
4122776,2021-02-07 12:48:00,"28.06.1","10.15.1",DHIU 062171 0,CTTROT,1861825,"23TK",$SHUTRO,InternalMoveLocations
4123624,2021-02-08 11:37:00,"10.15.1",,DHIU 062171 0,CTTROT,1861825,"23TK",$SHUTRO,Rotzooi
4116791,2021-02-04 08:15:00,"13.17.2","14.16.1",DHIU 062195 7,CTTROT,1858509,"23TK",$SHUTRO,InternalMoveLocations
4116799,2021-02-04 08:16:00,"14.16.1",,DHIU 062195 7,CTTROT,1858509,"23TK",$SHUTRO,Rotzooi
4118839,2021-02-04 18:53:00,,TRUCK,DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,Rotzooi
4118853,2021-02-04 19:00:00,TRUCK,"44.12.2",DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,Gate in truck
4118889,2021-02-04 19:17:00,"44.12.2","44.13.3",DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,InternalMoveLocations
4118890,2021-02-04 19:17:00,"44.13.3","42.12.3",DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,InternalMoveLocations
4120735,2021-02-05 14:51:00,"42.12.3","43.12.1",DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,InternalMoveLocations
4121036,2021-02-05 16:12:00,"43.12.1",,DHIU 062195 7,CTTROT,1861127,"26TK",$HARTRO,Rotzooi
4123643,2021-02-08 11:54:00,,TRUCK,DHIU 062196 2,CTTROT,1862231,"23TK",$HARTRO,Rotzooi
4123649,2021-02-08 11:57:00,TRUCK,"03.06.1",DHIU 062196 2,CTTROT,1862231,"23TK",$HARTRO,Gate in truck
4124196,2021-02-08 16:35:00,"03.06.1",,DHIU 062196 2,CTTROT,1862231,"23TK",$HARTRO,Rotzooi
4122041,2021-02-06 10:31:00,,TIN,DHIU 062620 2,CTTROT,1861917,"22TK",$PCCGDY,Rotzooi
4122173,2021-02-06 13:15:00,TIN,"05.01.2",DHIU 062620 2,CTTROT,1861917,"22TK",$PCCGDY,Gate in train
4122174,2021-02-06 13:16:00,"05.01.2","06.03.2",DHIU 062620 2,CTTROT,1861917,"22TK",$PCCGDY,InternalMoveLocations
4124817,2021-02-09 08:39:00,"06.03.2","05.03.3",DHIU 062620 2,CTTROT,1861917,"22TK",$PCCGDY,InternalMoveLocations
4117221,2021-02-04 10:56:00,,TIN,DHIU 062664 5,CTTROT,1860687,"23TK",$SHUTRO,Rotzooi
4117384,2021-02-04 11:51:00,TIN,"33.06.1",DHIU 062664 5,CTTROT,1860687,"23TK",$SHUTRO,Gate in train
4117385,2021-02-04 11:52:00,"33.06.1","51.13.1",DHIU 062664 5,CTTROT,1860687,"23TK",$SHUTRO,InternalMoveLocations
4114903,2021-02-03 09:52:00,"07.14.3",,DHIU 062693 8,CTTROT,1855233,"22TK",$PCCGDY,Rotzooi
4121881,2021-02-06 09:16:00,,TIN,DHIU 062710 6,CTTROT,1861827,"23TK",$SHUTRO,Rotzooi
4122056,2021-02-06 10:47:00,TIN,"29.06.3",DHIU 062710 6,CTTROT,1861827,"23TK",$SHUTRO,Gate in train
4122388,2021-02-06 17:04:00,"29.06.3","09.15.1",DHIU 062710 6,CTTROT,1861827,"23TK",$SHUTRO,InternalMoveLocations
4124898,2021-02-09 09:36:00,"09.15.1",,DHIU 062710 6,CTTROT,1861827,"23TK",$SHUTRO,Rotzooi
4117871,2021-02-04 14:39:00,,TRUCK,DHIU 064134 1,CTTROT,1860940,"22TK",$PCCGDY,Rotzooi
4117904,2021-02-04 14:55:00,TRUCK,"15.06.1",DHIU 064134 1,CTTROT,1860940,"22TK",$PCCGDY,Gate in truck
4118693,2021-02-04 18:06:00,"15.06.1","06.03.3",DHIU 064134 1,CTTROT,1860940,"22TK",$PCCGDY,InternalMoveLocations
4121190,2021-02-05 17:24:00,"06.03.3",TOUT,DHIU 064134 1,CTTROT,1860940,"22TK",$PCCGDY,Gate out train
4121673,2021-02-05 21:28:00,TOUT,,DHIU 064134 1,CTTROT,1860940,"22TK",$PCCGDY,Rotzooi
4121913,2021-02-06 09:16:00,,TIN,DHIU 064135 7,CTTROT,1861858,"23TK",$SHUTRO,Rotzooi
4121959,2021-02-06 09:59:00,TIN,"03.07.1",DHIU 064135 7,CTTROT,1861858,"23TK",$SHUTRO,Gate in train
4121972,2021-02-06 10:14:00,"03.07.1","50.13.3",DHIU 064135 7,CTTROT,1861858,"23TK",$SHUTRO,InternalMoveLocations
4123889,2021-02-08 13:55:00,"50.13.3","51.12.1",DHIU 064135 7,CTTROT,1861858,"23TK",$SHUTRO,InternalMoveLocations
4124953,2021-02-09 10:05:00,"51.12.1",,DHIU 064135 7,CTTROT,1861858,"23TK",$SHUTRO,Rotzooi
4121353,2021-02-05 18:19:00,,TIN,DHIU 064153 1,CTTROT,1861759,"22TK",$PCCGDY,Rotzooi
4121523,2021-02-05 20:05:00,TIN,"34.07.1",DHIU 064153 1,CTTROT,1861759,"22TK",$PCCGDY,Gate in train
4121551,2021-02-05 20:22:00,"34.07.1","51.13.3",DHIU 064153 1,CTTROT,1861759,"22TK",$PCCGDY,InternalMoveLocations
4123591,2021-02-08 11:22:00,"51.13.3",,DHIU 064153 1,CTTROT,1861759,"22TK",$PCCGDY,Rotzooi
4116695,2021-02-04 07:37:00,"09.14.1",PARKING,DHIU 064513 6,CTTROT,1823017,"26TK",$HARTRO,Rotzooi
4117131,2021-02-04 10:25:00,PARKING,,DHIU 064513 6,CTTROT,1823017,"26TK",$HARTRO,Rotzooi
4115919,2021-02-03 16:18:00,"35.11.1","35.10.2",DHIU 073430 0,CTTROT,1840013,"20TK",$HARTRO,InternalMoveLocations
4117907,2021-02-04 14:57:00,"35.10.2","35.11.1",DHIU 073430 0,CTTROT,1840013,"20TK",$HARTRO,InternalMoveLocations
4121100,2021-02-05 16:44:00,"35.11.1","35.10.1",DHIU 073430 0,CTTROT,1840013,"20TK",$HARTRO,InternalMoveLocations
4121340,2021-02-05 18:18:00,,TIN,DHIU 073431 5,CTTROT,1861747,"20TK",$PCCGDY,Rotzooi
4121521,2021-02-05 20:04:00,TIN,"09.05.3",DHIU 073431 5,CTTROT,1861747,"20TK",$PCCGDY,Gate in train
4123210,2021-02-08 08:28:00,"09.05.3","25.05.2",DHIU 073431 5,CTTROT,1861747,"20TK",$PCCGDY,InternalMoveLocations
4124391,2021-02-08 18:07:00,"25.05.2",,DHIU 073431 5,CTTROT,1861747,"20TK",$PCCGDY,Rotzooi
4117501,2021-02-04 12:37:00,,TRUCK,DHIU 073456 8,CTTROT,1860805,"20TK",$SHUTRO,Rotzooi
4117519,2021-02-04 12:44:00,TRUCK,"12.01.1",DHIU 073456 8,CTTROT,1860805,"20TK",$SHUTRO,Gate in truck
4122835,2021-02-07 14:31:00,"12.01.1","10.05.3",DHIU 073456 8,CTTROT,1860805,"20TK",$SHUTRO,InternalMoveLocations
4122908,2021-02-07 14:42:00,"10.05.3","26.05.2",DHIU 073456 8,CTTROT,1860805,"20TK",$SHUTRO,InternalMoveLocations
4122913,2021-02-07 14:43:00,"26.05.2","25.05.1",DHIU 073456 8,CTTROT,1860805,"20TK",$SHUTRO,InternalMoveLocations
4115051,2021-02-03 10:37:00,"38.10.3","36.10.3",DHIU 073476 3,CTTROT,1849074,"20TK",$HARTRO,InternalMoveLocations
4121101,2021-02-05 16:45:00,"36.10.3","35.10.2",DHIU 073476 3,CTTROT,1849074,"20TK",$HARTRO,InternalMoveLocations
4114661,2021-02-03 08:33:00,,TIN,DHIU 073518 4,CTTROT,1860060,"20TK",$SHUTRO,Rotzooi
4114887,2021-02-03 09:46:00,TIN,"25.05.1",DHIU 073518 4,CTTROT,1860060,"20TK",$SHUTRO,Gate in train
4120104,2021-02-05 11:38:00,"25.05.1",,DHIU 073518 4,CTTROT,1860060,"20TK",$SHUTRO,Rotzooi
4115664,2021-02-03 14:54:00,"47.13.2",,DHIU 074161 2,CTTROT,1858953,"22TK",$PCCGDY,Rotzooi
4115558,2021-02-03 14:14:00,,TRUCK,DHIU 074178 3,CTTROT,1860324,"23TK",$PCCGDY,Rotzooi
4115563,2021-02-03 14:17:00,TRUCK,"04.04.2",DHIU 074178 3,CTTROT,1860324,"23TK",$PCCGDY,Gate in truck
4115981,2021-02-03 16:42:00,"04.04.2",TOUT,DHIU 074178 3,CTTROT,1860324,"23TK",$PCCGDY,Gate out train
4116486,2021-02-03 22:34:00,TOUT,,DHIU 074178 3,CTTROT,1860324,"23TK",$PCCGDY,Rotzooi
4114771,2021-02-03 09:11:00,,TRUCK,DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,Rotzooi
4114789,2021-02-03 09:16:00,TRUCK,"04.04.1",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,Gate in truck
4114792,2021-02-03 09:17:00,"04.04.1","03.02.2",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4116580,2021-02-04 07:00:00,"03.02.2","02.06.3",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4118456,2021-02-04 17:07:00,"02.06.3","05.03.1",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4118465,2021-02-04 17:09:00,"05.03.1","05.01.1",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4123250,2021-02-08 08:49:00,"05.01.1","03.04.1",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4123290,2021-02-08 09:04:00,"03.04.1","05.01.1",DHIU 082811 6,CTTROT,1860098,"23TK",$HARTRO,InternalMoveLocations
4116810,2021-02-04 08:19:00,"47.03.1","46.04.1",DHIU 082835 3,CTTROT,1857850,"23TK",$HARTRO,InternalMoveLocations
4117971,2021-02-04 15:16:00,,TRUCK,DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,Rotzooi
4118029,2021-02-04 15:19:00,TRUCK,"17.13.1",DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,Gate in truck
4121093,2021-02-05 16:34:00,"17.13.1","11.12.2",DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,InternalMoveLocations
4121575,2021-02-05 20:34:00,"11.12.2","37.06.2",DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,InternalMoveLocations
4121581,2021-02-05 20:39:00,"37.06.2",TOUT,DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,Gate out train
4121800,2021-02-05 23:19:00,TOUT,,DHIU 082845 6,CTTROT,1860958,"23TK",$PCCGDY,Rotzooi
4115181,2021-02-03 11:19:00,"53.14.1",,DHIU 082866 7,CTTROT,1858515,"23TK",$SHUTRO,Rotzooi
4121354,2021-02-05 18:19:00,,TIN,DHIU 084202 7,CTTROT,1861760,"22TK",$PCCGDY,Rotzooi
4121531,2021-02-05 20:11:00,TIN,"28.06.1",DHIU 084202 7,CTTROT,1861760,"22TK",$PCCGDY,Gate in train
4121535,2021-02-05 20:13:00,"28.06.1","50.13.1",DHIU 084202 7,CTTROT,1861760,"22TK",$PCCGDY,InternalMoveLocations
4123083,2021-02-08 07:18:00,,TRUCK,DHIU 084204 8,CTTROT,1862147,"22TK",$PCCGDY,Rotzooi
4123104,2021-02-08 07:27:00,"25.01.1","21.06.1",DHIU 084204 8,CTTROT,1862147,"22TK",$PCCGDY,InternalMoveLocations
4123103,2021-02-08 07:27:00,TRUCK,"25.01.1",DHIU 084204 8,CTTROT,1862147,"22TK",$PCCGDY,Gate in truck
4123106,2021-02-08 07:29:00,"21.06.1","21.01.1",DHIU 084204 8,CTTROT,1862147,"22TK",$PCCGDY,InternalMoveLocations
4124902,2021-02-09 09:39:00,"21.01.1","08.01.3",DHIU 084204 8,CTTROT,1862147,"22TK",$PCCGDY,InternalMoveLocations
4116029,2021-02-03 17:03:00,"36.02.1",TOUT,DHIU 084219 8,CTTROT,1859710,"23TK",$PCCGDY,Gate out train
4116484,2021-02-03 22:34:00,TOUT,,DHIU 084219 8,CTTROT,1859710,"23TK",$PCCGDY,Rotzooi
4117225,2021-02-04 10:56:00,,TIN,DHIU 085025 4,CTTROT,1860691,"23TK",$SHUTRO,Rotzooi
4117242,2021-02-04 11:01:00,TIN,"27.06.1",DHIU 085025 4,CTTROT,1860691,"23TK",$SHUTRO,Gate in train
4117293,2021-02-04 11:22:00,"27.06.1","47.13.1",DHIU 085025 4,CTTROT,1860691,"23TK",$SHUTRO,InternalMoveLocations
4124845,2021-02-09 09:06:00,,TRUCK,DHIU 085030 0,CTTROT,1862490,"22TK",$HARTRO,Rotzooi
4124849,2021-02-09 09:11:00,TRUCK,"07.15.1",DHIU 085030 0,CTTROT,1862490,"22TK",$HARTRO,Gate in truck
4115821,2021-02-03 15:51:00,,TRUCK,DHIU 085064 0,CTTROT,1860416,"22TK",$PCCGDY,Rotzooi
4115854,2021-02-03 16:00:00,TRUCK,"12.13.2",DHIU 085064 0,CTTROT,1860416,"22TK",$PCCGDY,Gate in truck
4121559,2021-02-05 20:27:00,"12.13.2","32.06.2",DHIU 085064 0,CTTROT,1860416,"22TK",$PCCGDY,InternalMoveLocations
4121741,2021-02-05 21:55:00,"32.06.2",TOUT,DHIU 085064 0,CTTROT,1860416,"22TK",$PCCGDY,Gate out train
4121799,2021-02-05 23:19:00,TOUT,,DHIU 085064 0,CTTROT,1860416,"22TK",$PCCGDY,Rotzooi
4123690,2021-02-08 12:18:00,,TRUCK,DHIU 085067 6,CTTROT,1862242,"23TK",$HARTRO,Rotzooi
4123733,2021-02-08 12:31:00,TRUCK,"44.13.3",DHIU 085067 6,CTTROT,1862242,"23TK",$HARTRO,Gate in truck
4118688,2021-02-04 18:05:00,,TRUCK,DHIU 085085 0,CTTROT,1861084,"23TK",$HARTRO,Rotzooi
4118713,2021-02-04 18:15:00,TRUCK,"09.15.1",DHIU 085085 0,CTTROT,1861084,"23TK",$HARTRO,Gate in truck
4119282,2021-02-05 07:39:00,"09.15.1",,DHIU 085085 0,CTTROT,1861084,"23TK",$HARTRO,Rotzooi
4116703,2021-02-04 07:40:00,"43.14.2","36.06.1",DHIU 085088 7,CTTROT,1844334,"23TK",$HARTRO,InternalMoveLocations
4116706,2021-02-04 07:41:00,"36.06.1","35.02.1",DHIU 085088 7,CTTROT,1844334,"23TK",$HARTRO,InternalMoveLocations
4117390,2021-02-04 11:55:00,"35.02.1",TOUT,DHIU 085088 7,CTTROT,1844334,"23TK",$HARTRO,Gate out train
4118245,2021-02-04 16:12:00,TOUT,,DHIU 085088 7,CTTROT,1844334,"23TK",$HARTRO,Rotzooi
4118258,2021-02-04 16:12:00,TOUT,,DHIU 085088 7,CTTROT,1861039,"23TK",$SHUTRO,Rotzooi
4118246,2021-02-04 16:12:00,,TOUT,DHIU 085088 7,CTTROT,1861039,"23TK",$SHUTRO,Rotzooi
4125104,2021-02-09 11:34:00,,TRUCK,DHIU 085105 5,CTTROT,1862572,"23TK",$HARTRO,Rotzooi
4116575,2021-02-04 06:58:00,"03.04.1","02.07.3",DHIU 085106 0,CTTROT,1803458,"23TK",$HARTRO,InternalMoveLocations
4118466,2021-02-04 17:09:00,"02.07.3","05.02.1",DHIU 085106 0,CTTROT,1803458,"23TK",$HARTRO,InternalMoveLocations
4115087,2021-02-03 10:51:00,,TRUCK,DHIU 093018 0,CTTROT,1860212,"20TK",$HARTGL,Rotzooi
4115108,2021-02-03 10:57:00,TRUCK,"01.13.2",DHIU 093018 0,CTTROT,1860212,"20TK",$HARTGL,Gate in truck
4116374,2021-02-03 20:55:00,"01.13.2","06.13.3",DHIU 093018 0,CTTROT,1860212,"20TK",$HARTGL,InternalMoveLocations
4124736,2021-02-09 07:41:00,,TRUCK,DHIU 093128 0,CTTROT,1862464,"20TK",$HARTRO,Rotzooi
4124750,2021-02-09 07:51:00,TRUCK,"27.05.2",DHIU 093128 0,CTTROT,1862464,"20TK",$HARTRO,Gate in truck
4116278,2021-02-03 19:42:00,,TRUCK,DHIU 097067 1,CTTROT,1860500,"20TK",$HARTRO,Rotzooi
4116282,2021-02-03 19:48:00,TRUCK,"18.12.1",DHIU 097067 1,CTTROT,1860500,"20TK",$HARTRO,Gate in truck
4124051,2021-02-08 15:26:00,"18.12.1","21.12.3",DHIU 097067 1,CTTROT,1860500,"20TK",$HARTRO,InternalMoveLocations
4121365,2021-02-05 18:19:00,,TIN,DHIU 105135 5,CTTROT,1861771,"26TK",$PCCGDY,Rotzooi
4121529,2021-02-05 20:10:00,TIN,"13.07.1",DHIU 105135 5,CTTROT,1861771,"26TK",$PCCGDY,Gate in train
4121564,2021-02-05 20:29:00,"13.07.1","21.10.3",DHIU 105135 5,CTTROT,1861771,"26TK",$PCCGDY,InternalMoveLocations
4116895,2021-02-04 08:41:00,,TRUCK,DHIU 105141 6,CTTROT,1860586,"23TK",$HARTRO,Rotzooi
4116928,2021-02-04 08:47:00,TRUCK,"42.12.2",DHIU 105141 6,CTTROT,1860586,"23TK",$HARTRO,Gate in truck
4118436,2021-02-04 17:01:00,"42.12.2","44.13.3",DHIU 105141 6,CTTROT,1860586,"23TK",$HARTRO,InternalMoveLocations
4118861,2021-02-04 19:06:00,"44.13.3","06.06.1",DHIU 105141 6,CTTROT,1860586,"23TK",$HARTRO,InternalMoveLocations
4118879,2021-02-04 19:12:00,"06.06.1","02.04.1",DHIU 105141 6,CTTROT,1860586,"23TK",$HARTRO,InternalMoveLocations
4124161,2021-02-08 16:24:00,,TRUCK,DHIU 105149 0,CTTROT,1862348,"23TK",$SHUTRO,Rotzooi
4124194,2021-02-08 16:35:00,TRUCK,"11.12.1",DHIU 105149 0,CTTROT,1862348,"23TK",$SHUTRO,Gate in truck
4115262,2021-02-03 11:59:00,"10.05.2",,DHIU 107205 0,CTTROT,1855873,"20TK",$PCCGDY,Rotzooi
4114872,2021-02-03 09:41:00,"47.10.3",,DHIU 114259 0,CTTROT,1859568,"20TK",$PCCGDY,Rotzooi
4116742,2021-02-04 07:58:00,"03.01.2","03.06.1",DHIU 115224 2,CTTROT,1856711,"23TK",$HARTRO,InternalMoveLocations
4118557,2021-02-04 17:37:00,"03.06.1","05.05.2",DHIU 115224 2,CTTROT,1856711,"23TK",$HARTRO,InternalMoveLocations
4115863,2021-02-03 16:03:00,"47.14.3","50.13.1",DHIU 116758 2,CTTROT,1858527,"23TK",$SHUTRO,InternalMoveLocations
4120092,2021-02-05 11:33:00,"50.13.1",,DHIU 116758 2,CTTROT,1858527,"23TK",$SHUTRO,Rotzooi
4124355,2021-02-08 17:45:00,,TRUCK,DHIU 116758 2,CTTROT,1862392,"24TK",$SHUTRO,Rotzooi
4124372,2021-02-08 17:56:00,TRUCK,"05.01.2",DHIU 116758 2,CTTROT,1862392,"24TK",$SHUTRO,Gate in truck
4115675,2021-02-03 14:58:00,"06.15.2",,DHIU 116819 3,CTTROT,1858667,"24TK",$SHUTRO,Rotzooi
4120589,2021-02-05 14:00:00,,BIN,DHIU 124268 6,CTTROT,1861574,"20TK",$HARTRO,Rotzooi
4120602,2021-02-05 14:04:00,BIN,TERM,DHIU 124268 6,CTTROT,1861574,"20TK",$HARTRO,Gate in barge
4123190,2021-02-08 08:19:00,TERM,,DHIU 124268 6,CTTROT,1861574,"20TK",$HARTRO,Rotzooi
4114698,2021-02-03 08:46:00,,TRUCK,DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,Rotzooi
4114729,2021-02-03 08:58:00,TRUCK,"05.09.2",DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,Gate in truck
4116765,2021-02-04 08:05:00,"05.09.2",BURGERHEK,DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,InternalMoveLocations
4116773,2021-02-04 08:10:00,BURGERHEK,"53.06.1",DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,InternalMoveLocations
4119118,2021-02-04 21:18:00,"53.06.1",BIJGEREDEN,DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,InternalMoveLocations
4120571,2021-02-05 13:58:00,BIJGEREDEN,BOUT,DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,Gate out barge
4120583,2021-02-05 13:59:00,BOUT,,DHIU 124269 1,CTTROT,1860082,"20TK",$HARTRO,Rotzooi
4120064,2021-02-05 11:24:00,,TRUCK,DHIU 124270 5,CTTROT,1861435,"20TK",$HARTRO,Rotzooi
4120095,2021-02-05 11:34:00,TRUCK,"27.09.2",DHIU 124270 5,CTTROT,1861435,"20TK",$HARTRO,Gate in truck
4122203,2021-02-06 14:00:00,"27.09.2",BIJGEREDEN,DHIU 124270 5,CTTROT,1861435,"20TK",$HARTRO,InternalMoveLocations
4122231,2021-02-06 14:14:00,BIJGEREDEN,BOUT,DHIU 124270 5,CTTROT,1861435,"20TK",$HARTRO,Gate out barge
4122248,2021-02-06 14:15:00,BOUT,,DHIU 124270 5,CTTROT,1861435,"20TK",$HARTRO,Rotzooi
4114328,2021-02-03 07:11:00,"38.05.2",,DHIU 124273 1,CTTROT,1858718,"20TK",$HARTRO,Rotzooi
4114349,2021-02-03 07:16:00,,TRUCK,DHIU 124274 7,CTTROT,1859976,"20TK",$HARTRO,Rotzooi
4114399,2021-02-03 07:23:00,TRUCK,"32.09.2",DHIU 124274 7,CTTROT,1859976,"20TK",$HARTRO,Gate in truck
4114832,2021-02-03 09:29:00,"32.09.2",BIJGEREDEN,DHIU 124274 7,CTTROT,1859976,"20TK",$HARTRO,InternalMoveLocations
4115317,2021-02-03 12:21:00,BIJGEREDEN,BOUT,DHIU 124274 7,CTTROT,1859976,"20TK",$HARTRO,Gate out barge
4115497,2021-02-03 13:40:00,BOUT,,DHIU 124274 7,CTTROT,1859976,"20TK",$HARTRO,Rotzooi
4117279,2021-02-04 11:17:00,,TRUCK,DHIU 125261 6,CTTROT,1860712,"26TK",$PCCGDY,Rotzooi
4117297,2021-02-04 11:24:00,TRUCK,"09.15.1",DHIU 125261 6,CTTROT,1860712,"26TK",$PCCGDY,Gate in truck
4118124,2021-02-04 15:45:00,"09.15.1","08.07.1",DHIU 125261 6,CTTROT,1860712,"26TK",$PCCGDY,InternalMoveLocations
4118149,2021-02-04 15:50:00,"08.07.1",TOUT,DHIU 125261 6,CTTROT,1860712,"26TK",$PCCGDY,Gate out train
4119090,2021-02-04 20:39:00,TOUT,,DHIU 125261 6,CTTROT,1860712,"26TK",$PCCGDY,Rotzooi
4115885,2021-02-03 16:06:00,"47.14.1",,DHIU 146755 3,CTTROT,1858523,"23TK",$SHUTRO,Rotzooi
4123818,2021-02-08 13:12:00,,TRUCK,DHIU 146776 4,CTTROT,1862264,"24TK",$SHUTRO,Rotzooi
4123852,2021-02-08 13:29:00,TRUCK,"11.13.3",DHIU 146776 4,CTTROT,1862264,"24TK",$SHUTRO,Gate in truck
4114640,2021-02-03 08:33:00,,TIN,DHIU 146788 8,CTTROT,1860039,"24TK",$SHUTRO,Rotzooi
4114700,2021-02-03 08:46:00,TIN,"10.06.1",DHIU 146788 8,CTTROT,1860039,"24TK",$SHUTRO,Gate in train
4114715,2021-02-03 08:53:00,"10.06.1","12.15.1",DHIU 146788 8,CTTROT,1860039,"24TK",$SHUTRO,InternalMoveLocations
4115320,2021-02-03 12:22:00,"12.15.1","12.13.1",DHIU 146788 8,CTTROT,1860039,"24TK",$SHUTRO,InternalMoveLocations
4115331,2021-02-03 12:27:00,"12.13.1",,DHIU 146788 8,CTTROT,1860039,"24TK",$SHUTRO,Rotzooi
4115864,2021-02-03 16:03:00,"47.14.2","50.13.2",DHIU 146791 2,CTTROT,1858525,"23TK",$SHUTRO,InternalMoveLocations
4118882,2021-02-04 19:15:00,"50.13.2",,DHIU 146791 2,CTTROT,1858525,"23TK",$SHUTRO,Rotzooi
4119429,2021-02-05 08:31:00,,TRUCK,DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,Rotzooi
4119458,2021-02-05 08:39:00,TRUCK,"09.15.1",DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,Gate in truck
4119897,2021-02-05 10:36:00,"09.15.1","07.15.1",DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,InternalMoveLocations
4120998,2021-02-05 16:03:00,"07.15.1","42.06.1",DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,InternalMoveLocations
4121051,2021-02-05 16:18:00,"42.06.1",TOUT,DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,Gate out train
4121674,2021-02-05 21:28:00,TOUT,,DHIU 152006 7,CTTROT,1861225,"22TK",$PCCGDY,Rotzooi
4115523,2021-02-03 13:54:00,"49.01.1",,DHIU 152036 5,CTTROT,1858956,"22TK",$PCCGDY,Rotzooi
4115905,2021-02-03 16:11:00,,TRUCK,DHIU 157520 2,CTTROT,1860426,"20TK",$HARTRO,Rotzooi
4115916,2021-02-03 16:16:00,TRUCK,"37.09.2",DHIU 157520 2,CTTROT,1860426,"20TK",$HARTRO,Gate in truck
4115011,2021-02-03 10:24:00,"48.10.3",,DHIU 184116 0,CTTROT,1858322,"20TK",$SHUTRO,Rotzooi
4114964,2021-02-03 10:21:00,"47.11.2","47.10.3",DHIU 184129 9,CTTROT,1859574,"20TK",$PCCGDY,InternalMoveLocations
4115823,2021-02-03 15:52:00,"47.10.3",,DHIU 184129 9,CTTROT,1859574,"20TK",$PCCGDY,Rotzooi
4116959,2021-02-04 09:03:00,"47.11.1",,DHIU 184131 8,CTTROT,1858967,"20TK",$PCCGDY,Rotzooi
4123546,2021-02-08 11:03:00,,TRUCK,DHIU 184154 0,CTTROT,1862211,"20TK",$PCCGDY,Rotzooi
4123576,2021-02-08 11:19:00,TRUCK,"22.06.1",DHIU 184154 0,CTTROT,1862211,"20TK",$PCCGDY,Gate in truck
4123698,2021-02-08 12:20:00,"22.06.1","18.01.2",DHIU 184154 0,CTTROT,1862211,"20TK",$PCCGDY,InternalMoveLocations
4124496,2021-02-08 18:39:00,"18.01.2","15.01.2",DHIU 184154 0,CTTROT,1862211,"20TK",$PCCGDY,InternalMoveLocations
4116685,2021-02-04 07:32:00,"09.15.1","12.15.1",DHIU 184511 8,CTTROT,1859802,"26TK",$HARTRO,InternalMoveLocations
4123836,2021-02-08 13:21:00,,TRUCK,DHIU 184518 6,CTTROT,1862268,"26TK",$HARTRO,Rotzooi
4123860,2021-02-08 13:31:00,TRUCK,"18.15.2",DHIU 184518 6,CTTROT,1862268,"26TK",$HARTRO,Gate in truck
4121878,2021-02-06 09:16:00,,TIN,DHIU 184543 7,CTTROT,1861824,"24TK",$SHUTRO,Rotzooi
4121969,2021-02-06 10:11:00,TIN,"08.06.2",DHIU 184543 7,CTTROT,1861824,"24TK",$SHUTRO,Gate in train
4121990,2021-02-06 10:27:00,"08.06.2","09.14.2",DHIU 184543 7,CTTROT,1861824,"24TK",$SHUTRO,InternalMoveLocations
4117223,2021-02-04 10:56:00,,TIN,DHIU 184548 4,CTTROT,1860689,"23TK",$SHUTRO,Rotzooi
