"SEQ","MOVEDATE","COMPOUNDPOS_FROM","COMPOUNDPOS_TO","UNITNR","LOCATION","SEQ","UNITTYPE","ADDRESS_CLIENT","MOVETYPE"
4115592,2021-02-03 14:44:00,,TIN,NWBU 990510 0,CTTROT,1860336,"20TK",$PCCGDY,Rotzooi
4115706,2021-02-03 15:11:00,TIN,"41.06.1",NWBU 990510 0,CTTROT,1860336,"20TK",$PCCGDY,Gate in train
4115922,2021-02-03 16:19:00,"41.06.1","36.11.2",NWBU 990510 0,CTTROT,1860336,"20TK",$PCCGDY,InternalMoveLocations
4117145,2021-02-04 10:31:00,"36.11.2","37.10.1",NWBU 990510 0,CTTROT,1860336,"20TK",$PCCGDY,InternalMoveLocations
4121450,2021-02-05 19:10:00,"37.10.1",,NWBU 990510 0,CTTROT,1860336,"20TK",$PCCGDY,Rotzooi
4124862,2021-02-09 09:20:00,,TRUCK,NWBU 990510 0,CTTROT,1862496,"20TK",$PCCGDY,Rotzooi
4124877,2021-02-09 09:28:00,TRUCK,"36.03.2",NWBU 990510 0,CTTROT,1862496,"20TK",$PCCGDY,Gate in truck
4115512,2021-02-03 13:48:00,"28.13.3","27.13.3",NWBU 990513 7,CTTROT,1859561,"20TK",$PCCGDY,InternalMoveLocations
4121054,2021-02-05 16:18:00,"27.13.3","38.10.2",NWBU 990513 7,CTTROT,1859561,"20TK",$PCCGDY,InternalMoveLocations
4123057,2021-02-08 07:02:00,"38.10.2","36.10.3",NWBU 990513 7,CTTROT,1859561,"20TK",$PCCGDY,InternalMoveLocations
4123976,2021-02-08 14:57:00,"36.10.3",,NWBU 990513 7,CTTROT,1859561,"20TK",$PCCGDY,Rotzooi
4115229,2021-02-03 11:40:00,"37.11.1","37.10.2",NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,InternalMoveLocations
4116837,2021-02-04 08:29:00,"37.10.2","38.11.2",NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,InternalMoveLocations
4117140,2021-02-04 10:29:00,"38.11.2","38.10.3",NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,InternalMoveLocations
4117306,2021-02-04 11:25:00,"38.10.3","37.10.3",NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,InternalMoveLocations
4120157,2021-02-05 12:01:00,"37.10.3","38.10.1",NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,InternalMoveLocations
4123060,2021-02-08 07:05:00,"38.10.1",,NWBU 990514 2,CTTROT,1856237,"20TK",$PCCGDY,Rotzooi
4123559,2021-02-08 11:08:00,,TRUCK,NWBU 990514 2,CTTROT,1862214,"20TK",$PCCGDY,Rotzooi
4123571,2021-02-08 11:13:00,TRUCK,"27.03.1",NWBU 990514 2,CTTROT,1862214,"20TK",$PCCGDY,Gate in truck
4115931,2021-02-03 16:21:00,,TRUCK,NYKU 522622 1,CTTROT,1860431,"40HC",CTT,Rotzooi
4115957,2021-02-03 16:32:00,TRUCK,"19.01.1",NYKU 522622 1,CTTROT,1860431,"40HC",CTT,Gate in truck
4116785,2021-02-04 08:13:00,"19.01.1","15.04.1",NYKU 522622 1,CTTROT,1860431,"40HC",CTT,InternalMoveLocations
4118774,2021-02-04 18:29:00,"15.04.1","27.04.1",NYKU 522622 1,CTTROT,1860431,"40HC",CTT,InternalMoveLocations
4119574,2021-02-05 09:12:00,"27.04.1",,NYKU 522622 1,CTTROT,1860431,"40HC",CTT,Rotzooi
4119926,2021-02-05 10:44:00,TRUCK,LSC,OH63NG,CTTROT,1861401,TRAI,$DENHART,Rotzooi
4119922,2021-02-05 10:44:00,,TRUCK,OH63NG,CTTROT,1861401,TRAI,$DENHART,Rotzooi
4120629,2021-02-05 14:14:00,TRUCK,LSC,OJ47SR,CTTROT,1861587,TRAI,$DENHART,Rotzooi
4120628,2021-02-05 14:14:00,,TRUCK,OJ47SR,CTTROT,1861587,TRAI,$DENHART,Rotzooi
4115397,2021-02-03 13:01:00,,TRUCK,OK35VX,CTTROT,1860288,TRAI,$DENHART,Rotzooi
4115398,2021-02-03 13:01:00,TRUCK,LSC,OK35VX,CTTROT,1860288,TRAI,$DENHART,Rotzooi
4120842,2021-02-05 15:19:00,TRUCK,LSC,OK35VX,CTTROT,1861639,TRAI,$DENHART,Rotzooi
4120841,2021-02-05 15:19:00,,TRUCK,OK35VX,CTTROT,1861639,TRAI,$DENHART,Rotzooi
4115809,2021-02-03 15:48:00,,TRUCK,OK72NB,CTTROT,1860414,TRAI,$DENHART,Rotzooi
4115811,2021-02-03 15:48:00,TRUCK,LSC,OK72NB,CTTROT,1860414,TRAI,$DENHART,Rotzooi
4121866,2021-02-06 09:13:00,,BIN,OOCU 698499 5,CTTROT,1861813,"40HC",$CONTBA,Rotzooi
4121903,2021-02-06 09:16:00,BIN,TERM,OOCU 698499 5,CTTROT,1861813,"40HC",$CONTBA,Gate in barge
4121988,2021-02-06 10:24:00,TERM,"31.06.1",OOCU 698499 5,CTTROT,1861813,"40HC",$CONTBA,InternalMoveLocations
4122917,2021-02-07 14:45:00,"31.06.1","31.01.2",OOCU 698499 5,CTTROT,1861813,"40HC",$CONTBA,InternalMoveLocations
4119997,2021-02-05 11:10:00,,TIN,OOCU 795731 4,CTTROT,1861413,"40HC",$CONTBA,Rotzooi
4120044,2021-02-05 11:19:00,TIN,"39.06.1",OOCU 795731 4,CTTROT,1861413,"40HC",$CONTBA,Gate in train
4120177,2021-02-05 12:10:00,"39.06.1","51.06.1",OOCU 795731 4,CTTROT,1861413,"40HC",$CONTBA,InternalMoveLocations
4124053,2021-02-08 15:27:00,,TRUCK,OOCU 832174 9,CTTROT,1862322,"40HC",CTT,Rotzooi
4124100,2021-02-08 15:55:00,TRUCK,STOP5,OOCU 832174 9,CTTROT,1862322,"40HC",CTT,Rotzooi
4124123,2021-02-08 16:10:00,STOP5,,OOCU 832174 9,CTTROT,1862322,"40HC",CTT,Rotzooi
4124062,2021-02-08 15:30:00,,TRUCK,OOLU 101655 0,CTTROT,1862323,"20DV",CTT,Rotzooi
4124104,2021-02-08 15:58:00,TRUCK,STOP5,OOLU 101655 0,CTTROT,1862323,"20DV",CTT,Rotzooi
4119706,2021-02-05 10:01:00,,TIN,OOLU 126014 4,CTTROT,1861292,"20DV",$CONTBA,Rotzooi
4119848,2021-02-05 10:21:00,TIN,"29.05.1",OOLU 126014 4,CTTROT,1861292,"20DV",$CONTBA,Gate in train
4123771,2021-02-08 12:52:00,,TRUCK,OOLU 621406 0,CTTROT,1862256,"40RH",CTT,Rotzooi
4123805,2021-02-08 13:02:00,TRUCK,VERWARMEN,OOLU 621406 0,CTTROT,1862256,"40RH",CTT,Rotzooi
4119708,2021-02-05 10:01:00,,TIN,OOLU 769817 0,CTTROT,1861294,"40DV",$CONTBA,Rotzooi
4119727,2021-02-05 10:02:00,TIN,"09.04.3",OOLU 769817 0,CTTROT,1861294,"40DV",$CONTBA,Gate in train
4119728,2021-02-05 10:02:00,"09.04.3","13.04.3",OOLU 769817 0,CTTROT,1861294,"40DV",$CONTBA,InternalMoveLocations
4122733,2021-02-07 11:53:00,"13.04.3","13.02.1",OOLU 769817 0,CTTROT,1861294,"40DV",$CONTBA,InternalMoveLocations
4121860,2021-02-06 09:11:00,,BIN,OOLU 916078 0,CTTROT,1861807,"40HC",CTT,Rotzooi
4121952,2021-02-06 09:51:00,BIN,TERM,OOLU 916078 0,CTTROT,1861807,"40HC",CTT,Gate in barge
4122226,2021-02-06 14:14:00,TERM,BOUT,OOLU 916078 0,CTTROT,1861807,"40HC",CTT,Rotzooi
4122251,2021-02-06 14:15:00,BOUT,,OOLU 916078 0,CTTROT,1861807,"40HC",CTT,Rotzooi
4124243,2021-02-08 17:01:00,,TRUCK,PAWU 310006 9,CTTROT,1862375,"26TK",$PCCGDY,Rotzooi
4124255,2021-02-08 17:08:00,TRUCK,"46.02.2",PAWU 310006 9,CTTROT,1862375,"26TK",$PCCGDY,Gate in truck
4117309,2021-02-04 11:26:00,,TRUCK,PAWU 310007 4,CTTROT,1860720,"22TK",$PCCGDY,Rotzooi
4117342,2021-02-04 11:36:00,TRUCK,"21.06.1",PAWU 310007 4,CTTROT,1860720,"22TK",$PCCGDY,Gate in truck
4118227,2021-02-04 16:08:00,"21.06.1",TOUT,PAWU 310007 4,CTTROT,1860720,"22TK",$PCCGDY,Gate out train
4119055,2021-02-04 20:38:00,TOUT,,PAWU 310007 4,CTTROT,1860720,"22TK",$PCCGDY,Rotzooi
4117064,2021-02-04 10:00:00,,TRUCK,PAWU 310008 0,CTTROT,1860637,"22TK",$PCCGDY,Rotzooi
4117078,2021-02-04 10:04:00,TRUCK,"35.01.2",PAWU 310008 0,CTTROT,1860637,"22TK",$PCCGDY,Gate in truck
4118186,2021-02-04 16:01:00,"35.01.2",TOUT,PAWU 310008 0,CTTROT,1860637,"22TK",$PCCGDY,Gate out train
4119054,2021-02-04 20:38:00,TOUT,,PAWU 310008 0,CTTROT,1860637,"22TK",$PCCGDY,Rotzooi
4115531,2021-02-03 14:01:00,,TRUCK,PAWU 310013 5,CTTROT,1860317,"22TK",$PCCGDY,Rotzooi
4115547,2021-02-03 14:08:00,TRUCK,"29.02.2",PAWU 310013 5,CTTROT,1860317,"22TK",$PCCGDY,Gate in truck
4116256,2021-02-03 19:25:00,"29.02.2",TOUT,PAWU 310013 5,CTTROT,1860317,"22TK",$PCCGDY,Gate out train
4116483,2021-02-03 22:34:00,TOUT,,PAWU 310013 5,CTTROT,1860317,"22TK",$PCCGDY,Rotzooi
4120042,2021-02-05 11:19:00,,TRUCK,PAWU 350002 3,CTTROT,1861430,"26TK",$PCCGDY,Rotzooi
4120080,2021-02-05 11:30:00,TRUCK,"35.06.2",PAWU 350002 3,CTTROT,1861430,"26TK",$PCCGDY,Gate in truck
4120192,2021-02-05 12:14:00,"35.06.2","29.02.2",PAWU 350002 3,CTTROT,1861430,"26TK",$PCCGDY,InternalMoveLocations
4122281,2021-02-06 14:50:00,"29.02.2",TOUT,PAWU 350002 3,CTTROT,1861430,"26TK",$PCCGDY,Gate out train
4122887,2021-02-07 14:40:00,TOUT,,PAWU 350002 3,CTTROT,1861430,"26TK",$PCCGDY,Rotzooi
4124478,2021-02-08 18:30:00,,TRUCK,PAWU 350003 9,CTTROT,1862424,"26TK",$PCCGDY,Rotzooi
4124487,2021-02-08 18:34:00,TRUCK,"08.05.1",PAWU 350003 9,CTTROT,1862424,"26TK",$PCCGDY,Gate in truck
4124601,2021-02-09 06:37:00,"08.05.1","06.05.1",PAWU 350003 9,CTTROT,1862424,"26TK",$PCCGDY,InternalMoveLocations
4124605,2021-02-09 06:39:00,"06.05.1","06.01.3",PAWU 350003 9,CTTROT,1862424,"26TK",$PCCGDY,InternalMoveLocations
4124268,2021-02-08 17:17:00,"36.10.1",,PCCU 272001 3,CTTROT,1851764,"20TK",$PCCGDY,Rotzooi
4124555,2021-02-08 20:41:00,,TRUCK,PCCU 272001 3,CTTROT,1862434,"20TK",$PCCGDY,Rotzooi
4124556,2021-02-08 20:45:00,TRUCK,"16.06.1",PCCU 272001 3,CTTROT,1862434,"20TK",$PCCGDY,Gate in truck
4124641,2021-02-09 07:01:00,"16.06.1","15.01.3",PCCU 272001 3,CTTROT,1862434,"20TK",$PCCGDY,InternalMoveLocations
4120347,2021-02-05 13:08:00,,TIN,PCCU 352602 3,CTTROT,1861493,"26TK",$PCCGDY,Rotzooi
4120418,2021-02-05 13:16:00,TIN,"47.06.1",PCCU 352602 3,CTTROT,1861493,"26TK",$PCCGDY,Gate in train
4120431,2021-02-05 13:18:00,"47.06.1","52.14.2",PCCU 352602 3,CTTROT,1861493,"26TK",$PCCGDY,InternalMoveLocations
4120504,2021-02-05 13:37:00,"52.14.2","50.14.3",PCCU 352602 3,CTTROT,1861493,"26TK",$PCCGDY,InternalMoveLocations
4124028,2021-02-08 15:18:00,"50.14.3",,PCCU 352602 3,CTTROT,1861493,"26TK",$PCCGDY,Rotzooi
4124256,2021-02-08 17:10:00,,TRUCK,PCCU 352602 3,CTTROT,1862378,"26TK",$PCCGDY,Rotzooi
4124262,2021-02-08 17:12:00,TRUCK,"18.10.1",PCCU 352602 3,CTTROT,1862378,"26TK",$PCCGDY,Gate in truck
4124263,2021-02-08 17:13:00,"18.10.1","17.10.2",PCCU 352602 3,CTTROT,1862378,"26TK",$PCCGDY,InternalMoveLocations
4124211,2021-02-08 16:45:00,,TRUCK,PCTU 351007 0,CTTROT,1862359,"26TK",$PCCGDY,Rotzooi
4124216,2021-02-08 16:50:00,TRUCK,"17.12.1",PCTU 351007 0,CTTROT,1862359,"26TK",$PCCGDY,Gate in truck
4120380,2021-02-05 13:08:00,,TIN,PCTU 351010 4,CTTROT,1861525,"26TK",$PCCGDY,Rotzooi
4120639,2021-02-05 14:18:00,TIN,"37.06.2",PCTU 351010 4,CTTROT,1861525,"26TK",$PCCGDY,Gate in train
4120867,2021-02-05 15:26:00,"37.06.2","17.14.1",PCTU 351010 4,CTTROT,1861525,"26TK",$PCCGDY,InternalMoveLocations
4124239,2021-02-08 17:00:00,"17.14.1",,PCTU 351010 4,CTTROT,1861525,"26TK",$PCCGDY,Rotzooi
4124831,2021-02-09 08:56:00,,TRUCK,PCTU 351010 4,CTTROT,1862486,"26TK",$PCCGDY,Rotzooi
4124836,2021-02-09 08:59:00,TRUCK,"17.12.3",PCTU 351010 4,CTTROT,1862486,"26TK",$PCCGDY,Gate in truck
4115616,2021-02-03 14:44:00,,TIN,PCTU 351011 0,CTTROT,1860360,"26TK",$PCCGDY,Rotzooi
4115860,2021-02-03 16:01:00,TIN,"41.07.2",PCTU 351011 0,CTTROT,1860360,"26TK",$PCCGDY,Gate in train
4115862,2021-02-03 16:02:00,"41.07.2","51.13.1",PCTU 351011 0,CTTROT,1860360,"26TK",$PCCGDY,InternalMoveLocations
4117381,2021-02-04 11:50:00,"51.13.1",,PCTU 351011 0,CTTROT,1860360,"26TK",$PCCGDY,Rotzooi
4118608,2021-02-04 17:53:00,,TRUCK,PCTU 351011 0,CTTROT,1861079,"26TK",$PCCGDY,Rotzooi
4118679,2021-02-04 18:01:00,TRUCK,"17.13.2",PCTU 351011 0,CTTROT,1861079,"26TK",$PCCGDY,Gate in truck
4121069,2021-02-05 16:24:00,"17.13.2","42.06.1",PCTU 351011 0,CTTROT,1861079,"26TK",$PCCGDY,InternalMoveLocations
4121366,2021-02-05 18:21:00,"42.06.1",TOUT,PCTU 351011 0,CTTROT,1861079,"26TK",$PCCGDY,Gate out train
4121679,2021-02-05 21:28:00,TOUT,,PCTU 351011 0,CTTROT,1861079,"26TK",$PCCGDY,Rotzooi
4116610,2021-02-04 07:10:00,,TRUCK,PCVU 125706 6,CTTROT,1860527,"20TK",$PCCGDY,Rotzooi
4116627,2021-02-04 07:17:00,TRUCK,"25.02.1",PCVU 125706 6,CTTROT,1860527,"20TK",$PCCGDY,Gate in truck
4118326,2021-02-04 16:28:00,"25.02.1",TOUT,PCVU 125706 6,CTTROT,1860527,"20TK",$PCCGDY,Gate out train
4119047,2021-02-04 20:38:00,TOUT,,PCVU 125706 6,CTTROT,1860527,"20TK",$PCCGDY,Rotzooi
4123297,2021-02-08 09:09:00,,TRUCK,PCVU 126659 8,CTTROT,1862172,"20TK",$VOTGHA,Rotzooi
4123384,2021-02-08 09:28:00,TRUCK,"08.12.1",PCVU 126659 8,CTTROT,1862172,"20TK",$VOTGHA,Gate in truck
4123412,2021-02-08 09:47:00,,TRUCK,PCVU 241106 8,CTTROT,1862179,"20TK",$VOTGHA,Rotzooi
4123462,2021-02-08 10:12:00,TRUCK,"01.15.1",PCVU 241106 8,CTTROT,1862179,"20TK",$VOTGHA,Gate in truck
4118237,2021-02-04 16:10:00,,TRUCK,PCVU 242017 8,CTTROT,1861037,"20TK",$VOTGHA,Rotzooi
4118282,2021-02-04 16:18:00,TRUCK,"01.13.1",PCVU 242017 8,CTTROT,1861037,"20TK",$VOTGHA,Gate in truck
4123957,2021-02-08 14:45:00,,TRUCK,PCVU 258278 0,CTTROT,1862297,"20TK",$BDPHEX,Rotzooi
4123980,2021-02-08 14:58:00,TRUCK,"05.09.3",PCVU 258278 0,CTTROT,1862297,"20TK",$BDPHEX,Gate in truck
4118296,2021-02-04 16:21:00,"47.09.2","48.09.2",PCVU 260002 0,CTTROT,1857744,"20TK",$PCCGDY,InternalMoveLocations
4122006,2021-02-06 10:31:00,,TIN,PCVU 260008 2,CTTROT,1861882,"20TK",$PCCGDY,Rotzooi
4122198,2021-02-06 13:52:00,TIN,"34.07.2",PCVU 260008 2,CTTROT,1861882,"20TK",$PCCGDY,Gate in train
4122408,2021-02-06 17:26:00,"34.07.2","47.11.3",PCVU 260008 2,CTTROT,1861882,"20TK",$PCCGDY,InternalMoveLocations
4124385,2021-02-08 18:03:00,"47.11.3","48.11.1",PCVU 260008 2,CTTROT,1861882,"20TK",$PCCGDY,InternalMoveLocations
4124880,2021-02-09 09:29:00,"48.11.1",,PCVU 260008 2,CTTROT,1861882,"20TK",$PCCGDY,Rotzooi
4115982,2021-02-03 16:43:00,"50.10.3",,PCVU 260053 9,CTTROT,1859238,"20TK",$PCCGDY,Rotzooi
4121001,2021-02-05 16:04:00,,TRUCK,PCVU 260053 9,CTTROT,1861659,"20TK",$PCCGDY,Rotzooi
4121043,2021-02-05 16:15:00,TRUCK,"30.06.3",PCVU 260053 9,CTTROT,1861659,"20TK",$PCCGDY,Gate in truck
4121771,2021-02-05 22:24:00,"30.06.3","34.05.2",PCVU 260053 9,CTTROT,1861659,"20TK",$PCCGDY,InternalMoveLocations
4122310,2021-02-06 15:19:00,"34.05.2",TOUT,PCVU 260053 9,CTTROT,1861659,"20TK",$PCCGDY,Gate out train
4122854,2021-02-07 14:40:00,TOUT,,PCVU 260053 9,CTTROT,1861659,"20TK",$PCCGDY,Rotzooi
4115329,2021-02-03 12:25:00,,TRUCK,PCVU 260057 0,CTTROT,1860271,"20TK",$PCCGDY,Rotzooi
4115346,2021-02-03 12:33:00,TRUCK,"36.01.2",PCVU 260057 0,CTTROT,1860271,"20TK",$PCCGDY,Gate in truck
4116246,2021-02-03 19:15:00,"36.01.2",TOUT,PCVU 260057 0,CTTROT,1860271,"20TK",$PCCGDY,Gate out train
4116434,2021-02-03 22:34:00,TOUT,,PCVU 260057 0,CTTROT,1860271,"20TK",$PCCGDY,Rotzooi
4121922,2021-02-06 09:16:00,,TIN,PCVU 260060 5,CTTROT,1861867,"20TK",$SHUTRO,Rotzooi
4122060,2021-02-06 10:55:00,TIN,"25.07.1",PCVU 260060 5,CTTROT,1861867,"20TK",$SHUTRO,Gate in train
4122256,2021-02-06 14:19:00,"25.07.1","45.11.2",PCVU 260060 5,CTTROT,1861867,"20TK",$SHUTRO,InternalMoveLocations
4123063,2021-02-08 07:06:00,"45.11.2","45.10.3",PCVU 260060 5,CTTROT,1861867,"20TK",$SHUTRO,InternalMoveLocations
4123869,2021-02-08 13:39:00,"45.10.3",,PCVU 260060 5,CTTROT,1861867,"20TK",$SHUTRO,Rotzooi
4120889,2021-02-05 15:31:00,"53.10.3",,PCVU 260062 6,CTTROT,1858415,"20TK",$PCCGDY,Rotzooi
4115615,2021-02-03 14:44:00,,TIN,PCVU 260063 1,CTTROT,1860359,"20TK",$PCCGDY,Rotzooi
4115677,2021-02-03 14:58:00,TIN,"09.06.2",PCVU 260063 1,CTTROT,1860359,"20TK",$PCCGDY,Gate in train
4115774,2021-02-03 15:32:00,"09.06.2","47.11.3",PCVU 260063 1,CTTROT,1860359,"20TK",$PCCGDY,InternalMoveLocations
4115818,2021-02-03 15:51:00,"47.11.3","53.11.2",PCVU 260063 1,CTTROT,1860359,"20TK",$PCCGDY,InternalMoveLocations
4124219,2021-02-08 16:52:00,"53.11.2",,PCVU 260063 1,CTTROT,1860359,"20TK",$PCCGDY,Rotzooi
4125057,2021-02-09 11:10:00,,TRUCK,PCVU 260063 1,CTTROT,1862549,"20TK",$PCCGDY,Rotzooi
4125062,2021-02-09 11:15:00,TRUCK,"44.01.1",PCVU 260063 1,CTTROT,1862549,"20TK",$PCCGDY,Gate in truck
4125085,2021-02-09 11:23:00,"44.01.1","43.02.1",PCVU 260063 1,CTTROT,1862549,"20TK",$PCCGDY,InternalMoveLocations
4115422,2021-02-03 13:13:00,,TRUCK,PCVU 260123 7,CTTROT,1860295,"20TK",$PCCGDY,Rotzooi
4115424,2021-02-03 13:15:00,TRUCK,"14.02.2",PCVU 260123 7,CTTROT,1860295,"20TK",$PCCGDY,Gate in truck
4116174,2021-02-03 18:22:00,"14.02.2",TOUT,PCVU 260123 7,CTTROT,1860295,"20TK",$PCCGDY,Gate out train
4116449,2021-02-03 22:34:00,TOUT,,PCVU 260123 7,CTTROT,1860295,"20TK",$PCCGDY,Rotzooi
4115637,2021-02-03 14:44:00,,TIN,PCVU 260128 4,CTTROT,1860381,"20TK",$PCCGDY,Rotzooi
4115776,2021-02-03 15:33:00,TIN,"08.07.1",PCVU 260128 4,CTTROT,1860381,"20TK",$PCCGDY,Gate in train
4115798,2021-02-03 15:42:00,"08.07.1","48.11.1",PCVU 260128 4,CTTROT,1860381,"20TK",$PCCGDY,InternalMoveLocations
4116604,2021-02-04 07:07:00,"48.11.1","50.11.1",PCVU 260128 4,CTTROT,1860381,"20TK",$PCCGDY,InternalMoveLocations
4117274,2021-02-04 11:15:00,"50.11.1",,PCVU 260128 4,CTTROT,1860381,"20TK",$PCCGDY,Rotzooi
4118822,2021-02-04 18:46:00,,TRUCK,PCVU 260128 4,CTTROT,1861125,"20TK",$PCCGDY,Rotzooi
4118837,2021-02-04 18:52:00,TRUCK,"16.03.1",PCVU 260128 4,CTTROT,1861125,"20TK",$PCCGDY,Gate in truck
4122362,2021-02-06 16:29:00,"16.03.1",TOUT,PCVU 260128 4,CTTROT,1861125,"20TK",$PCCGDY,Gate out train
4122864,2021-02-07 14:40:00,TOUT,,PCVU 260128 4,CTTROT,1861125,"20TK",$PCCGDY,Rotzooi
4116020,2021-02-03 16:57:00,"12.02.1",TOUT,PCVU 260130 3,CTTROT,1859703,"20TK",$PCCGDY,Gate out train
4116450,2021-02-03 22:34:00,TOUT,,PCVU 260130 3,CTTROT,1859703,"20TK",$PCCGDY,Rotzooi
4115908,2021-02-03 16:12:00,"51.11.1",,PCVU 260131 9,CTTROT,1858981,"20TK",$PCCGDY,Rotzooi
4117245,2021-02-04 11:04:00,,TRUCK,PCVU 260131 9,CTTROT,1860700,"20TK",$PCCGDY,Rotzooi
4117273,2021-02-04 11:15:00,TRUCK,"39.01.2",PCVU 260131 9,CTTROT,1860700,"20TK",$PCCGDY,Gate in truck
4121605,2021-02-05 20:59:00,"39.01.2",TOUT,PCVU 260131 9,CTTROT,1860700,"20TK",$PCCGDY,Gate out train
4121833,2021-02-05 23:19:00,TOUT,,PCVU 260131 9,CTTROT,1860700,"20TK",$PCCGDY,Rotzooi
4115358,2021-02-03 12:38:00,"51.11.4","49.11.3",PCVU 260132 4,CTTROT,1858605,"20TK",$PCCGDY,InternalMoveLocations
4116651,2021-02-04 07:24:00,"49.11.3","48.10.2",PCVU 260132 4,CTTROT,1858605,"20TK",$PCCGDY,InternalMoveLocations
4118508,2021-02-04 17:20:00,"48.10.2",,PCVU 260132 4,CTTROT,1858605,"20TK",$PCCGDY,Rotzooi
4116534,2021-02-04 06:39:00,"07.01.1","08.03.1",PCVU 260133 0,CTTROT,1859517,"20TK",$PCCGDY,InternalMoveLocations
4116779,2021-02-04 08:12:00,"08.03.1","16.01.1",PCVU 260133 0,CTTROT,1859517,"20TK",$PCCGDY,InternalMoveLocations
4121768,2021-02-05 22:22:00,"16.01.1",TOUT,PCVU 260133 0,CTTROT,1859517,"20TK",$PCCGDY,Gate out train
4121793,2021-02-05 23:19:00,TOUT,,PCVU 260133 0,CTTROT,1859517,"20TK",$PCCGDY,Rotzooi
4115640,2021-02-03 14:46:00,"48.11.2","53.11.3",PCVU 260134 5,CTTROT,1857745,"20TK",$PCCGDY,InternalMoveLocations
4115687,2021-02-03 15:03:00,"53.11.3","48.10.2",PCVU 260134 5,CTTROT,1857745,"20TK",$PCCGDY,InternalMoveLocations
4116619,2021-02-04 07:12:00,"48.10.2",,PCVU 260134 5,CTTROT,1857745,"20TK",$PCCGDY,Rotzooi
4117122,2021-02-04 10:23:00,,TRUCK,PCVU 260134 5,CTTROT,1860650,"20TK",$PCCGDY,Rotzooi
4117138,2021-02-04 10:27:00,"26.02.1","12.03.1",PCVU 260134 5,CTTROT,1860650,"20TK",$PCCGDY,InternalMoveLocations
4117137,2021-02-04 10:27:00,TRUCK,"26.02.1",PCVU 260134 5,CTTROT,1860650,"20TK",$PCCGDY,Gate in truck
4121403,2021-02-05 18:28:00,"12.03.1",TOUT,PCVU 260134 5,CTTROT,1860650,"20TK",$PCCGDY,Gate out train
4121651,2021-02-05 21:28:00,TOUT,,PCVU 260134 5,CTTROT,1860650,"20TK",$PCCGDY,Rotzooi
4115614,2021-02-03 14:44:00,,TIN,PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,Rotzooi
4115672,2021-02-03 14:57:00,TIN,"09.06.1",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,Gate in train
4115853,2021-02-03 16:00:00,"09.06.1","48.11.2",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,InternalMoveLocations
4116597,2021-02-04 07:04:00,"48.11.2","50.10.4",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,InternalMoveLocations
4117176,2021-02-04 10:49:00,"50.10.4","51.10.4",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,InternalMoveLocations
4118359,2021-02-04 16:37:00,"51.10.4","48.11.2",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,InternalMoveLocations
4118495,2021-02-04 17:16:00,"48.11.2","51.10.3",PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,InternalMoveLocations
4123826,2021-02-08 13:17:00,"51.10.3",,PCVU 260136 6,CTTROT,1860358,"20TK",$PCCGDY,Rotzooi
4115362,2021-02-03 12:41:00,"51.11.3",,PCVU 260165 9,CTTROT,1858175,"20TK",$PCCGDY,Rotzooi
4116582,2021-02-04 07:00:00,,TRUCK,PCVU 260165 9,CTTROT,1860523,"20TK",$PCCGDY,Rotzooi
4116616,2021-02-04 07:11:00,TRUCK,"10.06.1",PCVU 260165 9,CTTROT,1860523,"20TK",$PCCGDY,Gate in truck
4116943,2021-02-04 08:53:00,"10.06.1","11.03.1",PCVU 260165 9,CTTROT,1860523,"20TK",$PCCGDY,InternalMoveLocations
4122132,2021-02-06 12:18:00,"11.03.1","11.02.2",PCVU 260165 9,CTTROT,1860523,"20TK",$PCCGDY,InternalMoveLocations
4121328,2021-02-05 18:18:00,,TIN,PCVU 260167 0,CTTROT,1861735,"20TK",$PCCGDY,Rotzooi
4121580,2021-02-05 20:37:00,TIN,"26.07.1",PCVU 260167 0,CTTROT,1861735,"20TK",$PCCGDY,Gate in train
4121648,2021-02-05 21:28:00,"26.07.1","48.11.1",PCVU 260167 0,CTTROT,1861735,"20TK",$PCCGDY,InternalMoveLocations
4123575,2021-02-08 11:16:00,"48.11.1",,PCVU 260167 0,CTTROT,1861735,"20TK",$PCCGDY,Rotzooi
4124291,2021-02-08 17:28:00,,TRUCK,PCVU 260167 0,CTTROT,1862385,"20TK",$PCCGDY,Rotzooi
4124302,2021-02-08 17:39:00,TRUCK,"36.03.1",PCVU 260167 0,CTTROT,1862385,"20TK",$PCCGDY,Gate in truck
4115996,2021-02-03 16:49:00,"07.02.1",TOUT,PCVU 260183 3,CTTROT,1859769,"20TK",$PCCGDY,Gate out train
