NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
,,CTTROT20210308POL-B,,,,,,2460,20TK,3022427,,1,,,,,367291,,lader,CTTROT,,4000,SLZU 260357 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,3288,45PW,3022460,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 962892 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,3634,45PW,3022467,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 963089 9,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,3780,45PW,3022474,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 970904 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,4152,45PW,3022466,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 970770 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,4292,45PW,3022473,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 970047 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,4851,40HC,3022457,,2,,,,,367291,,lader,CTTROT,,4200,ZCSU 876686 2,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,5387,20DV,3022407,,1,,,,,367291,,lader,CTTROT,,2300,ECMU 168167 3,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,10376,40HC,3022706,,2,,,,,367291,,lader,CTTROT,,4200,BMOU 538975 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,10921,40HC,3022456,,2,,,,,367291,,lader,CTTROT,,4200,TLLU 485263 4,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,19000,20DV,3022640,,1,,,,,367291,,lader,CTTROT,,2300,HLXU 135355 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,19000,20DV,3022642,,1,,,,,367291,,lader,CTTROT,,2300,HLBU 118642 4,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,19000,20DV,3022643,,1,,,,,367291,,lader,CTTROT,,2300,HLXU 112362 9,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,19000,20DV,3022645,,1,,,,,367291,,lader,CTTROT,,2300,HLBU 104688 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,19082,20DV,3022424,,1,,,,,367291,,lader,CTTROT,,2300,MEDU 117313 2,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,20220,45PW,3022475,,2.25,,,,,367291,,lader,CTTROT,,4400,CLDU 970291 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,20680,20TK,3022426,,1,,,,,367291,,lader,CTTROT,,4000,FOTU 045101 7,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,20700,20TK,3022425,,1,,,,,367291,,lader,CTTROT,,4000,FOTU 045103 8,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,20800,26TK,3022447,,1.3,,,,,367291,,lader,CTTROT,,4800,FOTU 946894 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,21380,22TK,3022684,,1.1,,,,,367291,,lader,CTTROT,,4800,UTTU 311052 7,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,21420,20TK,3022422,,1,,,,,367291,,lader,CTTROT,,4000,UTTU 271044 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,21500,20TK,3022406,,1,,,,,367291,,lader,CTTROT,,4000,SIMU 264505 8,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,21500,20TK,3022408,,1,,,,,367291,,lader,CTTROT,,4000,SIMU 264713 2,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,22094,45OS,3022854,,2.25,,,,,367291,,lader,CTTROT,,4500,LYSU 545580 4,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,22799,40PW,3022459,,2,,,,,367291,,lader,CTTROT,,4200,CNEU 498127 0,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,23360,20TK,3022409,,1,,,,,367291,,lader,CTTROT,,4000,MTNU 126088 0,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,23540,20TK,3022428,,1,,,,,367291,,lader,CTTROT,,4000,HOYU 264677 3,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,23640,20TK,3022410,,1,,,,,367291,,lader,CTTROT,,4000,EURU 196655 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,23920,20TK,3022421,,1,,,,,367291,,lader,CTTROT,,4000,ABEU 260405 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,24000,20TK,3022419,,1,,,,,367291,,lader,CTTROT,,4000,EKCU 260458 9,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,24062,45PW,3022478,,2.25,,,,,367291,,lader,CTTROT,,4400,EUCU 458129 2,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,24080,23TK,3022686,,1.15,,,,,367291,,lader,CTTROT,,4800,RCLU 133010 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,24140,20TK,3022667,,1,,,,,367291,,lader,CTTROT,,4000,PCVU 260123 7,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,24920,23TK,3022442,,1.15,,,,,367291,,lader,CTTROT,,4800,EXFU 879256 3,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25000,20TK,3022411,,1,,,,,367291,,lader,CTTROT,,4000,DHRU 782135 7,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25000,20TK,3022420,,1,,,,,367291,,lader,CTTROT,,4000,ABEU 250131 3,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25220,30BU,3022703,,1.5,,,,,367291,,lader,CTTROT,,3300,DHBU 320039 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25249,40HC,3022458,,2,,,,,367291,,lader,CTTROT,,4200,TKRU 422289 1,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25400,30BU,3022704,,1.5,,,,,367291,,lader,CTTROT,,3300,DHBU 318199 0,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25500,20TK,3022412,,1,,,,,367291,,lader,CTTROT,,4000,UTTU 254102 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,25500,30TK,3022450,,1.5,,,,,367291,,lader,CTTROT,,2800,NWBU 083255 4,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,26000,23TK,3022441,,1.15,,,,,367291,,lader,CTTROT,,4800,ZTKU 730210 5,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,26080,20DV,3022433,,1,,,,,367291,,lader,CTTROT,,2300,ECMU 119141 8,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,27000,26TK,3022446,,1.3,,,,,367291,,lader,CTTROT,,4800,TWSU 971069 2,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,27660,26TK,3022560,,1.3,,,,,367291,,lader,CTTROT,,4800,PAWU 350004 4,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,27850,26TK,3022443,,1.3,,,,,367291,,lader,CTTROT,,4800,RTMU 351001 6,,,,221,11,1
,,CTTROT20210308POL-B,,,,,,27960,26TK,3022444,,1.3,,,,,367291,,lader,CTTROT,,4800,ATRU 330002 6,,,,221,11,1
,,CTTROT20210308POL-B,SGGNS,17,33884961308-2,,,,,,,,,,,,367291,,,,,,,,,,221,11,1
,,CTTROT20210308POL-B,SGGNS,20,33884961427-0,,,,,,,,,,,,367291,,,,,,,,,,221,11,1
,,CTTROT20210308POL-B,SGGRSS,9,33884961618-4,,,,,,,,,,,,367291,,,,,,,,,,221,11,1
,,CTTROT20210308POL-B,SGGRSS,13,37804850170-4,,,,,,,,,,,,367291,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,17,37844552060-4,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,18,37844552062-0,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,20,37844552059-6,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,21,37844552061-2,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,23,37844552057-0,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,24,37844552058-8,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,LGJS,25,37844552049-7,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGMRS,1,37804961409-2,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,2,37844960726-6,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,3,37844960729-0,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,4,37844960719-1,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,5,37844960714-2,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,7,37844960721-7,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,8,37844960715-9,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,9,37844960713-4,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,10,37844960718-3,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,11,37844960720-9,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,12,37844960717-5,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,13,37844960722-5,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,14,37844960727-4,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGGRSS,19,37844552063-8,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGNS,16,37844552056-2,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGNS,22,37844552054-7,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT,SGNSS,15,37844552045-5,,,,,,,,,,,,367811,,,,,,,,,,221,11,1
,,CTTROT20210308PORT-B,SGGOS,24,37844552050-5,,,,,,,,,,,,367833,,,,,,,,,,221,11,1
,,CTTROT20210308PORT-B,SGJS,23,37844552052-1,,,,,,,,,,,,367833,,,,,,,,,,221,11,1
,,CTTROT20210308PORT-B,SGNSS,25,37844552048-9,,,,,,,,,,,,367833,,,,,,,,,,221,11,1
,,CTTROT20210309BONT,SGGRSS,2,31804556532-8,,,,,,,,,,,,367864,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGGMRS104S90,13,33884962528-4,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,Sggmrss,19,33884961375-1,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGGOS,11,37804563192-6,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,1,37804563012-6,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,3,37804563010-0,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,6,37804563108-2,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,8,37804563118-1,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,9,37804563019-1,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,10,31804563222-7,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,12,31804563151-8,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,17,37804563133-0,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SGNSS,18,37804563026-6,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309MORTARA,SSFFGGMRRSS,16,33874908369-1,,,,,,,,,,,,367775,,,,,,,,,,221,11,1
,,CTTROT20210309POL,SGGNS,11,33884961070-8,,,,,,,,,,,,367310,,,,,,,,,,221,11,1
,,CTTROT20210309POL,SGGNS,17,37804963044-5,,,,,,,,,,,,367310,,,,,,,,,,221,11,1
,,CTTROT20210309POL,SGGRSS,19,37804850098-7,,,,,,,,,,,,367310,,,,,,,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3022549,,,,,,,367343,,,,,,,,EXFU 241114 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025247,,,,,,,367343,,,,,,,,PCVU 260042 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025248,,,,,,,367343,,,,,,,,NWBU 082664 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025249,,,,,,,367343,,,,,,,,PCVU 288019 4,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025250,,,,,,,367343,,,,,,,,EXFU 058623 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025251,,,,,,,367343,,,,,,,,NWBU 010524 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025252,,,,,,,367343,,,,,,,,BIDU 590001 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025253,,,,,,,367343,,,,,,,,DHDU 219903 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025254,,,,,,,367343,,,,,,,,HAAU 261024 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025256,,,,,,,367343,,,,,,,,PCVU 261003 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025257,,,,,,,367343,,,,,,,,ZTKU 162140 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025258,,,,,,,367343,,,,,,,,TCKU 252667 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025259,,,,,,,367343,,,,,,,,TDRU 323343 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025260,,,,,,,367343,,,,,,,,CAIU 216418 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025261,,,,,,,367343,,,,,,,,CAIU 257234 7,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025263,,,,,,,367343,,,,,,,,CAXU 653884 6,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025264,,,,,,,367343,,,,,,,,ABEU 253208 4,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025267,,,,,,,367343,,,,,,,,BTLU 310212 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025268,,,,,,,367343,,,,,,,,BTLU 310104 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025269,,,,,,,367343,,,,,,,,DHIU 152016 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025270,,,,,,,367343,,,,,,,,ZTKU 735008 4,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025272,,,,,,,367343,,,,,,,,ABEU 290004 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025273,,,,,,,367343,,,,,,,,PCVU 935011 2,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025274,,,,,,,367343,,,,,,,,PCCU 352602 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025275,,,,,,,367343,,,,,,,,PAWU 350001 8,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025276,,,,,,,367343,,,,,,,,PAWU 350003 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025277,,,,,,,367343,,,,,,,,TWSU 271325 7,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025278,,,,,,,367343,,,,,,,,DHIU 194550 2,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025279,,,,,,,367343,,,,,,,,EXFU 877423 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025280,,,,,,,367343,,,,,,,,NWBU 083253 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025281,,,,,,,367343,,,,,,,,CBHU 911297 6,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025282,,,,,,,367343,,,,,,,,SANU 799533 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025283,,,,,,,367343,,,,,,,,PVDU 113072 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025284,,,,,,,367343,,,,,,,,TLLU 167039 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025285,,,,,,,367343,,,,,,,,SANU 752213 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025286,,,,,,,367343,,,,,,,,TLLU 165316 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025287,,,,,,,367343,,,,,,,,SANU 752554 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025288,,,,,,,367343,,,,,,,,TLLU 163646 2,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025289,,,,,,,367343,,,,,,,,LYSU 545471 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025290,,,,,,,367343,,,,,,,,PVDU 106685 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025291,,,,,,,367343,,,,,,,,LYSU 545363 2,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025292,,,,,,,367343,,,,,,,,CRTU 060123 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025293,,,,,,,367343,,,,,,,,PVDU 102975 5,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025294,,,,,,,367343,,,,,,,,CNEU 458670 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025295,,,,,,,367343,,,,,,,,EUCU 453064 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025296,,,,,,,367343,,,,,,,,SANU 750405 0,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025298,,,,,,,367343,,,,,,,,EUCU 458140 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025299,,,,,,,367343,,,,,,,,CNEU 458876 7,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025300,,,,,,,367343,,,,,,,,CNEU 459645 9,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025301,,,,,,,367343,,,,,,,,EUCU 458285 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025372,,,,,,,367343,,,,,,,,HOYU 264720 8,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025383,,,,,,,367343,,,,,,,,ITTU 405314 2,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025391,,,,,,,367343,,,,,,,,PCVU 350024 1,1,221,11,1
,,CTTROT20210309POL-B,,,,,,,,3025403,,,,,,,367343,,,,,,,,BTLU 330347 3,1,221,11,1
,,CTTROT20210309POL-B,,,,,,3271,45PW,3025286,,2.25,,,,,367343,,lader,CTTROT,,4400,TLLU 165316 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,5611,40HC,3025281,,2,,,,,367343,,lader,CTTROT,,4200,CBHU 911297 6,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,8528,45PW,3025284,,2.25,,,,,367343,,lader,CTTROT,,4400,TLLU 167039 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,8993,45PW,3025301,,2.25,,,,,367343,,lader,CTTROT,,4400,EUCU 458285 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,11036,45PW,3025300,,2.25,,,,,367343,,lader,CTTROT,,4400,CNEU 459645 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,14284,45PW,3025283,,2.25,,,,,367343,,lader,CTTROT,,4400,PVDU 113072 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,15316,45PW,3025298,,2.25,,,,,367343,,lader,CTTROT,,4400,EUCU 458140 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,17759,45PW,3025291,,2.25,,,,,367343,,lader,CTTROT,,4400,LYSU 545363 2,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,17878,45PW,3025287,,2.25,,,,,367343,,lader,CTTROT,,4400,SANU 752554 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,17879,45PW,3025285,,2.25,,,,,367343,,lader,CTTROT,,4400,SANU 752213 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,17880,45PW,3025288,,2.25,,,,,367343,,lader,CTTROT,,4400,TLLU 163646 2,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,21000,20TK,3025254,,1,,,,,367343,,lader,CTTROT,,4000,HAAU 261024 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,21456,45PW,3025299,,2.25,,,,,367343,,lader,CTTROT,,4400,CNEU 458876 7,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,21684,45PW,3025294,,2.25,,,,,367343,,lader,CTTROT,,4400,CNEU 458670 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22000,45PW,3025289,,2.25,,,,,367343,,lader,CTTROT,,4400,LYSU 545471 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22000,45PW,3025290,,2.25,,,,,367343,,lader,CTTROT,,4400,PVDU 106685 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22743,20TK,3025383,,1,,,,,367343,,lader,CTTROT,,4000,ITTU 405314 2,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22748,45PW,3025282,,2.25,,,,,367343,,lader,CTTROT,,4400,SANU 799533 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22748,45PW,3025296,,2.25,,,,,367343,,lader,CTTROT,,4400,SANU 750405 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,22940,20TK,3025372,,1,,,,,367343,,lader,CTTROT,,4000,HOYU 264720 8,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23000,20TK,3025256,,1,,,,,367343,,lader,CTTROT,,4000,PCVU 261003 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23550,20TK,3025249,,1,,,,,367343,,lader,CTTROT,,4000,PCVU 288019 4,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23845,45PW,3025293,,2.25,,,,,367343,,lader,CTTROT,,4400,PVDU 102975 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23900,26TK,3025274,,1.3,,,,,367343,,lader,CTTROT,,4800,PCCU 352602 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23919,45PW,3025292,,2.25,,,,,367343,,lader,CTTROT,,4400,CRTU 060123 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,23950,20TK,3022549,,1,,,,,367343,,lader,CTTROT,,4000,EXFU 241114 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,20TK,3025247,,1,,,,,367343,,lader,CTTROT,,4000,PCVU 260042 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,20TK,3025250,,1,,,,,367343,,lader,CTTROT,,4000,EXFU 058623 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,20TK,3025257,,1,,,,,367343,,lader,CTTROT,,4000,ZTKU 162140 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,20TK,3025264,,1,,,,,367343,,lader,CTTROT,,4000,ABEU 253208 4,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,26TK,3025277,,1.3,,,,,367343,,lader,CTTROT,,4800,TWSU 271325 7,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,26TK,3025403,,1.3,,,,,367343,,lader,CTTROT,,4800,BTLU 330347 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24000,30TK,3025280,,1.5,,,,,367343,,lader,CTTROT,,2800,NWBU 083253 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,24020,26TK,3025278,,1.3,,,,,367343,,lader,CTTROT,,4800,DHIU 194550 2,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,25000,26TK,3025276,,1.3,,,,,367343,,lader,CTTROT,,4800,PAWU 350003 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,25124,45PW,3025295,,2.25,,,,,367343,,lader,CTTROT,,4400,EUCU 453064 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,25500,20TK,3025248,,1,,,,,367343,,lader,CTTROT,,4000,NWBU 082664 9,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,25500,20TK,3025253,,1,,,,,367343,,lader,CTTROT,,4000,DHDU 219903 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,25520,26TK,3025279,,1.3,,,,,367343,,lader,CTTROT,,4800,EXFU 877423 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26000,20TK,3025251,,1,,,,,367343,,lader,CTTROT,,4000,NWBU 010524 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26000,26TK,3025270,,1.3,,,,,367343,,lader,CTTROT,,4800,ZTKU 735008 4,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26060,20DV,3025259,,1,,,,,367343,,lader,CTTROT,,2300,TDRU 323343 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26060,20DV,3025263,,1,,,,,367343,,lader,CTTROT,,2300,CAXU 653884 6,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26100,20DV,3025258,,1,,,,,367343,,lader,CTTROT,,2300,TCKU 252667 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26100,20DV,3025260,,1,,,,,367343,,lader,CTTROT,,2300,CAIU 216418 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,26500,20DV,3025261,,1,,,,,367343,,lader,CTTROT,,2300,CAIU 257234 7,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,27000,22TK,3025267,,1.1,,,,,367343,,lader,CTTROT,,4800,BTLU 310212 3,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,27000,22TK,3025268,,1.1,,,,,367343,,lader,CTTROT,,4800,BTLU 310104 5,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,27000,26TK,3025273,,1.3,,,,,367343,,lader,CTTROT,,4800,PCVU 935011 2,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,27000,26TK,3025391,,1.3,,,,,367343,,lader,CTTROT,,4800,PCVU 350024 1,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,27295,22TK,3025269,,1.1,,,,,367343,,lader,CTTROT,,4800,DHIU 152016 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,28000,20TK,3025252,,1,,,,,367343,,lader,CTTROT,,4000,BIDU 590001 0,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,28000,26TK,3025275,,1.3,,,,,367343,,lader,CTTROT,,4800,PAWU 350001 8,,,,221,11,1
,,CTTROT20210309POL-B,,,,,,30000,24TK,3025272,,1.2,,,,,367343,,lader,CTTROT,,4800,ABEU 290004 1,,,,221,11,1
,,CTTROT20210309POL-B,SGGNS,11,33884961070-8,,,,,,,,,,,,367343,,,,,,,,,,221,11,1
