NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
4,3,CTTROT20210302DOURGES,SGNS,22,33884554766-4,,,,,,,,,19150,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,23,33884554677-3,,,,,,,,,19600,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,24,33884554112-1,,,,,,,,,19250,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,25,33884561067-8,,,,,,,,,22300,60,,367306,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,26,33884554175-8,,,,,,,,,20140,60,,367306,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS,27,33884554770-6,,,,,,,,,18900,60,,367306,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS/SH,5,33884910109-6,,,,,,,,,19450,60,,367306,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS/SH,11,33884910101-3,,,,,,,,,19350,60,,367306,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210302DOURGES,SGNS/SH,13,33884910118-7,,,,,,,,,19400,60,,367306,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210302PORT,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367212,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303BASEL,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367531,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210303MORTARA,SGNSS,3,37804565953-9,,,,,,,,,20000,60,,367364,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210303MORTARA,SGNSS,13,37804565975-2,,,,,,,,,20000,60,,367364,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210303MORTARA,SGNSS,18,37804565947-1,,,,,,,,,20000,60,,367364,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210303MORTARA,SGNSS60,1,37804565955-4,,,,,,,,,19000,60,,367364,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,1,33884554350-7,,,,,,,,,20180,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,2,33884554336-6,,,,,,,,,19600,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,3,33884554601-3,,,,,,,,,19750,60,,367290,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,4,33884554790-4,,,,,,,,,19750,60,,367290,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,5,33884554559-3,,,,,,,,,19700,60,,367290,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,7,33884554182-4,,,,,,,,,19950,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,8,33884561034-8,,,,,,,,,22650,60,,367290,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,9,33884554240-0,,,,,,,,,19700,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,10,33884554110-5,,,,,,,,,19500,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,11,33884554211-1,,,,,,,,,19650,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,13,33884554225-1,,,,,,,,,19150,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,15,33884554474-5,,,,,,,,,19900,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,16,33884554552-8,,,,,,,,,19550,60,,367290,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,17,33884554595-7,,,,,,,,,19800,60,,367290,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,18,33884554034-7,,,,,,,,,20160,60,,367290,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS,19,33884554572-6,,,,,,,,,19550,60,,367290,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS/SH,6,33884910109-6,,,,,,,,,19450,60,,367290,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS/SH,12,33884910101-3,,,,,,,,,19350,60,,367290,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210304DOURGES,SGNS/SH,14,33884910118-7,,,,,,,,,19400,60,,367290,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305BASEL-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367537,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,3,37804565932-3,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,4,37804563120-7,,,,,,,,,19200,60,,367409,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,5,37804563156-1,,,,,,,,,19200,60,,367409,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,6,37804565922-4,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,8,37804565949-7,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,9,37804563183-5,,,,,,,,,19200,60,,367409,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,11,37804565923-2,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,14,37804563071-2,,,,,,,,,19200,60,,367409,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,16,37804565991-9,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,17,37804565976-0,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,21,31804563138-5,,,,,,,,,19200,60,,367409,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA,SGNSS60,22,37804565958-8,,,,,,,,,19000,60,,367409,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,3,37804565923-2,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,4,37804563120-7,,,,,,,,,19200,60,,367504,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,5,37804563156-1,,,,,,,,,19200,60,,367504,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,6,37804565922-4,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,8,37804565949-7,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,9,37804563183-5,,,,,,,,,19200,60,,367504,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,11,37804565932-3,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,14,37804563071-2,,,,,,,,,19200,60,,367504,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,16,37804565991-9,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,17,37804565976-0,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,21,31804563138-5,,,,,,,,,19200,60,,367504,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305MORTARA-B,SGNSS60,22,37804565958-8,,,,,,,,,19000,60,,367504,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210305PORT-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367538,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210306POL-C,SGNSS,24,37804556180-0,,,,,,,,,20000,60,,367209,72000,,,20,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308BASEL,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367583,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,1,33884554516-3,,,,,,,,,19600,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,2,33884554791-2,,,,,,,,,19750,60,,367614,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,3,33884554325-9,,,,,,,,,20160,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,4,33884554766-4,,,,,,,,,19150,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,5,33884554677-3,,,,,,,,,19600,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,6,33884554112-1,,,,,,,,,19250,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,7,33884561067-8,,,,,,,,,22300,60,,367614,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,8,33884554175-8,,,,,,,,,20140,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,9,33884554770-6,,,,,,,,,18900,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,10,33884554350-7,,,,,,,,,20180,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,11,33884554336-6,,,,,,,,,19600,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,12,33884554601-3,,,,,,,,,19750,60,,367614,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,13,33884554790-4,,,,,,,,,19750,60,,367614,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,14,33884554559-3,,,,,,,,,19700,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,16,33884554182-4,,,,,,,,,19950,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,17,33884561034-8,,,,,,,,,22650,60,,367614,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,18,33884554240-0,,,,,,,,,19700,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,19,33884554110-5,,,,,,,,,19500,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,20,33884554211-1,,,,,,,,,19650,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,22,33884554225-1,,,,,,,,,19150,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,24,33884554474-5,,,,,,,,,19900,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,25,33884554552-8,,,,,,,,,19550,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,26,33884554595-7,,,,,,,,,19800,60,,367614,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,27,33884554034-7,,,,,,,,,20160,60,,367614,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS,28,33884554572-6,,,,,,,,,19550,60,,367614,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS/SH,15,33884910109-6,,,,,,,,,19450,60,,367614,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS/SH,21,33884910101-3,,,,,,,,,19350,60,,367614,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210308DOURGES,SGNS/SH,23,33884910118-7,,,,,,,,,19400,60,,367614,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210308MORTARA,SGNSS,3,37804565953-9,,,,,,,,,20000,60,,367702,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA,SGNSS,13,37804565975-2,,,,,,,,,20000,60,,367702,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA,SGNSS,18,37804565947-1,,,,,,,,,20000,60,,367702,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA,SGNSS60,1,37804565955-4,,,,,,,,,19000,60,,367702,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308MORTARA-B,SGNSS,5,37804565975-2,,,,,,,,,20000,60,,367825,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA-B,SGNSS,9,37804565953-9,,,,,,,,,20000,60,,367825,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA-B,SGNSS,18,37804565947-1,,,,,,,,,20000,60,,367825,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210308MORTARA-B,SGNSS60,7,37804565955-4,,,,,,,,,19000,60,,367825,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210308PORT-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367833,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210309BONT,SGNS,1,31804543267-7,,,,,,,,,18000,60,,367864,72000,,,20,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,1,33884554516-3,,,,,,,,,19600,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,2,33884554791-2,,,,,,,,,19750,60,,367862,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,3,33884554325-9,,,,,,,,,20160,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,4,33884554766-4,,,,,,,,,19150,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,5,33884554677-3,,,,,,,,,19600,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,6,33884554112-1,,,,,,,,,19250,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,7,33884561067-8,,,,,,,,,22300,60,,367862,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,8,33884554175-8,,,,,,,,,20140,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,9,33884554770-6,,,,,,,,,18900,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,10,33884554350-7,,,,,,,,,20180,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,11,33884554336-6,,,,,,,,,19600,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,12,33884554601-3,,,,,,,,,19750,60,,367862,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,13,33884554790-4,,,,,,,,,19750,60,,367862,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,14,33884554559-3,,,,,,,,,19700,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,16,33884554182-4,,,,,,,,,19950,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,17,33884561034-8,,,,,,,,,22650,60,,367862,67100,,,23.1299991607666,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,18,33884554240-0,,,,,,,,,19700,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,19,33884554110-5,,,,,,,,,19500,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,20,33884554211-1,,,,,,,,,19650,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,22,33884554225-1,,,,,,,,,19150,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,24,33884554474-5,,,,,,,,,19900,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,25,33884554595-7,,,,,,,,,19800,60,,367862,70000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,26,33884554034-7,,,,,,,,,20160,60,,367862,69800,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS,27,33884554572-6,,,,,,,,,19550,60,,367862,70200,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS/SH,15,33884910109-6,,,,,,,,,19450,60,,367862,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS/SH,21,33884910101-3,,,,,,,,,19350,60,,367862,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210309DOURGES,SGNS/SH,23,33884910118-7,,,,,,,,,19400,60,,367862,70200,,,19.780000686645508,,,,,,221,11,1
4,3,CTTROT20210309MORTARA,SGNSS,2,37804565972-9,,,,,,,,,20000,60,,367775,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210309MORTARA,SGNSS,4,37804565933-1,,,,,,,,,20000,60,,367775,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210309MORTARA,SGNSS,7,37804565974-5,,,,,,,,,20000,60,,367775,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210309MORTARA,SGNSS,15,37804565948-9,,,,,,,,,20000,60,,367775,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210309MORTARA,SGNSS,22,37804565966-1,,,,,,,,,20000,60,,367775,70800,,,19.649999618530273,,,,,,221,11,1
4,3,CTTROT20210309POL-D,SGNSS,4,37804556180-0,,,,,,,,,20000,60,,367292,72000,,,20,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,15,37844552046-3,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,16,37844552043-0,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,17,37844552047-1,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,18,37844552042-2,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,19,37844552055-4,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,20,37844552053-9,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,21,37844552051-3,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310BASEL-B,SGNSS,22,37844552044-8,,,,,,,,,20220,60,,367901,70000,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310MORTARA,SGNSS60,5,31804563138-5,,,,,,,,,19200,60,,367701,70800,,,19.639999389648438,,,,,,221,11,1
4,3,CTTROT20210310MORTARA,SGNSS60,6,37804565958-8,,,,,,,,,19000,60,,367701,71000,,,19.739999771118164,,,,,,221,11,1
4,3,CTTROT20210310MORTARA,SGNSS60,8,37804565923-2,,,,,,,,,19000,60,,367701,71000,,,19.739999771118164,,,,,,221,11,1
