"1861707","DHBU 317212 9","30BU","28.04.1","5/02/2021 17:33","$PCCGDY"
"1861708","CRXU 866809 9","20TK","03.13.2","5/02/2021 17:26","$VOTGHA"
"1861713","FOTU 443493 3","26TK","46.02.1","5/02/2021 17:43","$PCCGDY"
"1861715","DHIU 195743 7","20TK","34.09.3","5/02/2021 17:47","$HARTGL"
"1861716","SEGU 813533 6","20TK","12.13.2","8/02/2021 8:31","$PCCGDY"
"1861722","WABU 775058 0","30TK","34.12.1","5/02/2021 19:38","$PCCGDY"
"1861731","TCLU 905979 6","20TK","12.10.1","8/02/2021 8:54","$PCCGDY"
"1861732","BTTU 223121 2","20TK","47.09.2","5/02/2021 19:53","$PCCGDY"
"1861733","BTTU 223108 5","20TK","46.09.3","5/02/2021 19:57","$PCCGDY"
"1861736","TCLU 258775 0","20TK","46.10.3","8/02/2021 12:20","$PCCGDY"
"1861740","HGTU 261561 9","20TK","06.12.2","5/02/2021 21:36","$PCCGDY"
"1861742","HGTU 261956 9","20TK","04.14.1","5/02/2021 21:45","$PCCGDY"
"1861746","BTTU 223112 5","20TK","48.10.3","5/02/2021 21:25","$PCCGDY"
"1861751","CXTU 112233 0","20TK","12.10.2","8/02/2021 8:54","$PCCGDY"
"1861752","EXFU 057891 4","20TK","50.11.1","5/02/2021 19:55","$PCCGDY"
"1861755","EXFU 879239 4","26TK","19.14.3","9/02/2021 10:59","$PCCGDY"
"1861760","DHIU 084202 7","22TK","50.13.1","5/02/2021 20:13","$PCCGDY"
"1861761","GCAU 777634 0","22TK","18.14.2","6/02/2021 17:30","$PCCGDY"
"1861763","SAIU 641739 1","26TK","20.15.1","9/02/2021 10:59","$PCCGDY"
